文件名,子文件,文件后缀,文件大小(B),所有依赖文件个数,总大小(MB),引用次数,文件状态
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_sparks.tga,.tga,24620,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_bolt.mat,.mat,4276,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_005.wav,.wav,64556,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_spark.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Explosions/Textures/Explosion_001.tga,.tga,67108882,0,64,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_smoke_01.mat,.mat,4312,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_lightning_006.wav,.wav,352730,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_flare_02.mat,.mat,4336,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Shaders/Billboard.shader,.shader,3617,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_flare.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/laser_impulse_muzzle_001_example.prefab,.prefab,11036,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_explosion_01.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/laser_impulse_projectile_001_example.prefab,.prefab,10896,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_003.wav,.wav,19412,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_sparks.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/plasma_gun_flare_example.prefab,.prefab,64392,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Materials/sniper_flare.mat,.mat,4272,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_blaster_004.wav,.wav,207406,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_003.wav,.wav,97476,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_beam_006.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Shaders/Heat.shader,.shader,2570,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Materials/lightning_gun_beam_001.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_lightning_005_cut.wav,.wav,36492,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Misc/AudioSource.prefab,.prefab,7148,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_smoke_02.mat,.mat,4312,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Textures/vulcan_projectile.tga,.tga,98348,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/solo_gun_muzzle_example.prefab,.prefab,10396,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_energy_beam_003_loop.wav,.wav,226592,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_flare.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_muzzle_001.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_mortar_002.wav,.wav,97624,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_muzzle.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Materials/vulcan_smoke.mat,.mat,4304,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_fragment.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Explosions/Textures/Explosion_002.tga,.tga,67108882,0,64,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/plasma_beam_blue_example.prefab,.prefab,70660,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_001.wav,.wav,16670,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_energy_beam_003_close.wav,.wav,43712,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Textures/plasma_beam_stream_blue.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_004.wav,.wav,75680,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_006.wav,.wav,48862,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_flare_001.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Materials/vulcan_projectile.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Code/F3DFlameThrower.cs,.cs,2144,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_flare_01.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Code/F3DShotgun.cs,.cs,2452,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_008.wav,.wav,39802,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_mortar_001.wav,.wav,91002,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Heat/Textures/heat_003.tga,.tga,262188,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_projectile_001.mat,.mat,4288,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_bolt_01.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Code/F3DDespawn.cs,.cs,1565,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_beam_004.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Materials/vulcan_spark.mat,.mat,4272,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Flames/Materials/flames_flame_red.mat,.mat,4276,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/railgun_flare_003_example.prefab,.prefab,64960,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_beam_001.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_star.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Textures/seeker_bolt_muzzle.tga,.tga,98348,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_muzzle_flare_001.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_001.psd,.psd,98348,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_energy_beam_006.wav,.wav,100908,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_010.wav,.wav,52344,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_metal_005.wav,.wav,44150,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_beam_002.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_002.wav,.wav,21122,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_flame_008.wav,.wav,191534,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Heat/Materials/Flame_Heat_001.mat,.mat,4344,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_railgun_002.wav,.wav,113964,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/shot_gun_fragment_001_example.prefab,.prefab,65976,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Textures/blank.tga,.tga,47,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_007.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_flames_02.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Textures/shot_gun_fragment_001.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Shaders/AlphaBlended.shader,.shader,1964,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_flare_001.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Code/F3DFXController.cs,.cs,15749,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Textures/plasma_beam_heavy_red.tga,.tga,393260,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Materials/plasma_beam_flare_blue_001.mat,.mat,4288,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_explosion_02.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_flare_002.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/plasma_beam_heavy_red_example.prefab,.prefab,71572,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Materials/shot_gun_fragment_002.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_impact_ring_001.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Materials/vulcan_heavy_mpact.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_impact_bolts_001.tga,.tga,98348,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_smoke.mat,.mat,4276,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_trail.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_flame_001.wav,.wav,437488,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_railgun_001.wav,.wav,128300,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_muzzle.mat,.mat,4276,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_metal_002.wav,.wav,36652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_009.wav,.wav,41568,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Materials/railgun_flare_003.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_flare_03.mat,.mat,4336,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Materials/railgun_spark.mat,.mat,4276,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_flames_003.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Materials/lightning_gun_spark_002.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Textures/shot_gun_flare_001.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_flare_003.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_spark.tga,.tga,6188,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Materials/plasma_beam_flare_blue_002.mat,.mat,4288,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_004.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Textures/shot_gun_smoke.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Materials/railgun_flare_001.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_mortar_003.wav,.wav,93752,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_metal_004.wav,.wav,52140,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_blaster_001.wav,.wav,277024,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_beam_003.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/sniper_beam_example.prefab,.prefab,10464,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/sniper_flare_example.prefab,.prefab,54576,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_trail_02.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_blaster_002.wav,.wav,195454,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_shotgun_006.wav,.wav,60004,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_trail_001.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Flames/Textures/flames_red_sprites.tga,.tga,4718636,0,4,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Materials/sniper_spark.mat,.mat,4272,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/solo_gun_flames_01_example.prefab,.prefab,57680,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Materials/vulcan_muzzle.mat,.mat,4276,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Materials/lightning_gun_beam_002.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_impact_star_001.tga,.tga,393260,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_lightning_008_cut.wav,.wav,89672,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Textures/shot_gun_spark.tga,.tga,24620,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/plasma_gun_muzzle_flash_example.prefab,.prefab,10404,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_beam_002.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Materials/sniper_beam.mat,.mat,4272,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_wave.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_shotgun_002.wav,.wav,72812,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_011.wav,.wav,64450,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Materials/plasma_beam_flare_red_002.mat,.mat,4288,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Misc/Billboard_Quad.FBX,.fbx,13552,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Code/F3DTime.cs,.cs,3463,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_flare_005.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Textures/plasma_beamflare_blue.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_flare_002.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Materials/lightning_gun_spark_001.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Materials/lightning_gun_ring.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_flames_001.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_railgun_004.wav,.wav,146220,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_beam.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Materials/shot_gun_flare_001.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_001.wav,.wav,118956,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Materials/railgun_wave.mat,.mat,4272,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Textures/vulcan_spark.tga,.tga,24620,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/vulcan_projectile_example.prefab,.prefab,10888,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Code/F3DLightning.cs,.cs,7606,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Materials/shot_gun_smoke.mat,.mat,4308,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Textures/laser_impulse_impact_flare_001.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_metal_006.wav,.wav,53258,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_flare_003.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Textures/solo_gun_flare_03.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Materials/lightning_gun_flare.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_trail_002.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_flare_001.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_005.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_beam_001.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Materials/sniper_smoke.mat,.mat,4304,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Textures/plasma_beam_flare_red.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_flames_03.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Textures/plasma_beam_hit_blue.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_006.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_flames_02.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/seeker_bolt_muzzle_example.prefab,.prefab,10396,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Materials/plasma_gun_flames_002.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_blaster_003.wav,.wav,170398,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Textures/shot_gun_flare_002.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Materials/shot_gun_flare_002.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_sniper_004.wav,.wav,87084,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_003.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_railgun_003.wav,.wav,91000,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_trail.mat,.mat,4276,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_flames_01.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Vulcan/Textures/vulcan_muzzle.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_beam_006.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_flames_02.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_trail_01.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/vulcan_impact_example.prefab,.prefab,54520,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_wave.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_flare_004.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_beam_003.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_flame_004.wav,.wav,124712,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_energy_beam_003_open.wav,.wav,53972,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_beam_005.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_metal_001.wav,.wav,42028,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Code/F3DProjectile.cs,.cs,5815,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Materials/shot_gun_spark.mat,.mat,4276,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/impact_projectile_metal_007.wav,.wav,27944,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_flame_003.wav,.wav,199322,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_flames_01.mat,.mat,4280,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/plasma_gun_projectile_001_example.prefab,.prefab,65592,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Sniper/Textures/sniper_smoke.tga,.tga,262188,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_shotgun_001.wav,.wav,81478,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Textures/seeker_bolt_flare.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Laser Impulse/Materials/laser_impulse_muzzle_001.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Materials/plasma_beam_flare_red_001.mat,.mat,4288,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_gatling_006.wav,.wav,100412,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_sparks.mat,.mat,4276,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_sparks_01.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Beam/Textures/plasma_beam_hit_red.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Materials/railgun_beam.mat,.mat,4272,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_002.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_sniper_003.wav,.wav,101216,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Shot Gun/Materials/shot_gun_fragment_001.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Seeker Bolt/Materials/seeker_bolt_sparks_02.mat,.mat,4284,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/flames_flame_red_example.prefab,.prefab,51516,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/railgun_beam_example.prefab,.prefab,10496,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Code/F3DBeam.cs,.cs,7137,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/seeker_bolt_flare_example.prefab,.prefab,52296,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Rail Gun/Textures/railgun_beam_005.tga,.tga,49196,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_006.wav,.wav,52344,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Lightning Gun/Textures/lightning_gun_bolt_001.tga,.tga,196652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Shaders/Additive.shader,.shader,1724,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Sounds/weapon_laser_007.wav,.wav,51652,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/lightning_gun_beam_001_example.prefab,.prefab,86996,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Code/F3DRandomize.cs,.cs,996,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Solo Gun/Materials/solo_gun_flare_01.mat,.mat,4336,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Examples/Prefabs/solo_gun_flare_trail_example.prefab,.prefab,65408,0,0,1,None
,Assets/FORGE3D/Sci-Fi Effects/Effects/Plasma Gun/Textures/plasma_gun_flare_02.tga,.tga,196652,0,0,1,None
